services/orchestrator/src/core/job-orchestrator.js	112	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 47 to the 15 allowed.
services/orchestrator/src/core/metrics.js	3	javascript:S7781	MINOR	This pattern can be replaced with '\\\\'.
services/orchestrator/src/core/metrics.js	4	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/src/core/metrics.js	4	javascript:S7781	MINOR	This pattern can be replaced with '\\n'.
services/orchestrator/src/core/metrics.js	5	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/src/core/schema.js	27	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 66 to the 15 allowed.
services/orchestrator/src/data/postgis/client.js	25	javascript:S7744	MINOR	The empty object is useless.
services/orchestrator/src/data/postgis/client.js	70	javascript:S7781	MINOR	Prefer `String#replaceAll()` over `String#replace()`.
services/orchestrator/src/domains/canonical/service.js	147	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 32 to the 15 allowed.
services/orchestrator/src/domains/canonical/service.js	262	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/domains/canonical/service.js	66	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 25 to the 15 allowed.
services/orchestrator/src/domains/export/compile-contracts.js	31	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/domains/ingest/service.js	25	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/domains/qa/api.js	1023	javascript:S7744	MINOR	The empty object is useless.
services/orchestrator/src/domains/qa/api.js	1811	javascript:S7744	MINOR	The empty object is useless.
services/orchestrator/src/domains/qa/api.js	1824	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	1910	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 35 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	1921	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/qa/api.js	279	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/qa/api.js	316	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	530	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 39 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	604	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/qa/api.js	91	javascript:S4144	MAJOR	Update this function so that its implementation is not identical to the one on line 83.
services/orchestrator/src/domains/qa/api.js	911	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 23 to the 15 allowed.
services/orchestrator/src/domains/qa/api.js	950	javascript:S4030	MAJOR	Either use this collection's contents or remove the collection.
services/orchestrator/src/domains/qa/api.js	99	javascript:S4144	MAJOR	Update this function so that its implementation is not identical to the one on line 83.
services/orchestrator/src/domains/qa/curated-projection.js	115	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
services/orchestrator/src/domains/qa/service.js	146	javascript:S7735	MINOR	Unexpected negated condition.
services/orchestrator/src/domains/qa/service.js	41	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.
services/orchestrator/src/domains/qa/v2-contracts.js	198	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.
services/orchestrator/src/domains/qa/v2-contracts.js	225	javascript:S3358	MAJOR	Extract this nested ternary operation into an independent statement.
services/orchestrator/src/domains/switch-runtime/contracts.js	69	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 19 to the 15 allowed.
services/orchestrator/src/motis.js	307	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 43 to the 15 allowed.
services/orchestrator/src/profile-resolver.js	132	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 27 to the 15 allowed.
services/orchestrator/src/profile-resolver.js	9	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
services/orchestrator/src/server.js	166	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 26 to the 15 allowed.
services/orchestrator/src/server.js	445	javascript:S3776	CRITICAL	Refactor this function to reduce its Cognitive Complexity from 81 to the 15 allowed.
services/orchestrator/src/server.js	983	javascript:S7785	MAJOR	Prefer top-level await over an async function `startServer` call.
services/orchestrator/test/helpers/test-utils.js	111	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/test/unit/metrics.test.js	10	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/test/unit/metrics.test.js	15	javascript:S7780	MINOR	`String.raw` should be used to avoid escaping `\\`.
services/orchestrator/test/unit/metrics.test.js	47	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	47	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	52	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	52	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	56	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	56	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	60	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	60	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	64	javascript:S6397	MAJOR	Replace this character class by the character itself.
services/orchestrator/test/unit/metrics.test.js	64	javascript:S6397	MAJOR	Replace this character class by the character itself.
